""0"",""0.07607430487596638""
""0.001"",""0.15202332853421005""
""0.002"",""0.22784748283991063""
""0.003"",""0.30354717763053635""
""0.004"",""0.37912282072915393""
""0.005"",""0.4545748179576293""
""0.006"",""0.5299035731497201""
""0.007"",""0.6051094881640622""
""0.008"",""0.6801929628970482""
""0.009000000000000001"",""0.755154395295604""
""0.010000000000000002"",""0.8299941813698588""
""0.011000000000000003"",""0.904712715205714""
""0.012000000000000004"",""0.9793103889773094""
""0.013000000000000005"",""1.053787592959389""
""0.014000000000000005"",""1.128144715539567""
""0.015000000000000006"",""1.202382143230494""
""0.016000000000000007"",""1.2765002606819267""
""0.017000000000000008"",""1.3504994506926995""
""0.01800000000000001"",""1.4243800942226001""
""0.01900000000000001"",""1.4981425704041509""
""0.02000000000000001"",""1.571787256554295""
""0.02100000000000001"",""1.6453145281859891""
""0.022000000000000013"",""1.7187247590197055""
""0.023000000000000013"",""1.7920183209948395""
""0.024000000000000014"",""1.8651955842810295""
""0.025000000000000015"",""1.9382569172893849""
""0.026000000000000016"",""2.011202686683626""
""0.027000000000000017"",""2.0840332573911353""
""0.028000000000000018"",""2.1567489926139234""
""0.02900000000000002"",""2.2293502538395047""
""0.03000000000000002"",""2.301837400851691""
""0.03100000000000002"",""2.3742107917412985""
""0.03200000000000002"",""2.446470782916772""
""0.03300000000000002"",""2.518617729114724""
""0.03400000000000002"",""2.5906519834103934""
""0.035000000000000024"",""2.6625738972280204""
""0.036000000000000025"",""2.734383820351143""
""0.037000000000000026"",""2.8060821009328105""
""0.03800000000000003"",""2.877669085505721""
""0.03900000000000003"",""2.9491451189922766""
""0.04000000000000003"",""3.0205105447145617""
""0.04100000000000003"",""3.0917657044042475""
""0.04200000000000003"",""3.162910938212415""
""0.04300000000000003"",""3.233946584719305""
""0.04400000000000003"",""3.3048729809439923""
""0.04500000000000003"",""3.375690462353986""
""0.046000000000000034"",""3.446399362874755""
""0.047000000000000035"",""3.517000014899183""
""0.048000000000000036"",""3.587492749296947""
